content,sentiment
💭 kalian pernah ga si gemes sama bahu cowo klen yg keliatan gagah? kek bawaannya pengen gigit 😭😭🙏🏻,O
🤍 awali november dengan,O
💭 kira2 salah gak klo aku ngasih tau adik biar nurut sama ortu sbg balasan krna apapun yg dia mau selalu dipenuhin ortu? Adikku cewe msh kls 5 sd kadang ngebangkang omongan ortu. Btw nurutnya buat kebaikan kek sekolah/belajar,O
"💭 Roleplayer context.

Semisal anak RP masih SMA umur 17-18 taun pacaran sama yang umur 23 apa masuknya grooming child?",O
🤍 Kucingku disetelin ini kok ikutan marah-marah ya? https://t.co/3qaDV8dXbk,O
"november, my birth month. pls be kind 🤍",O
💭 ad yg muk jd pcr ak g?,O
💭 guys bahasa inggris nya “taruh bola-bola regal ke dalam wadah berisi ceras lalu lumuri dengan ceres” apa yaa? makasii,O
"🤍 Jalan jalan membeli paku
Ayo bantu aku https://t.co/ovtJErn6OQ",E
"💭 capek banget, ril. https://t.co/mjIrS922UN",N
💭 kamu nenyeee?,O
"💭 sender tadi buat kopi gitu, trus dikasi susu tpi kok malah ada putih"" gini ya 😔 kata gugel kadaluarsa tapi sender liat ed nya masi lama banget, rasanya juga ga aneh. kalian ada yg pernah gini? boleh diminum ngga ya? apa krn kopi nya panas ya trus langsung dikasi (cont) https://t.co/hCGb0qY3sV",O
susu? makasii 😔🫂,E
"💭 Gini banget nasib jadi figuran di circle, selalu aja ditinggal dan ga diajak haha",N
Selamat pagi di awal bulan yang disambut dengan turun hujan 💭 https://t.co/PzhJvwawEs,E
🤍 cewe cantik &gt;&gt;&gt; cowo ganteng,O
💭 Sejauh ini kalian pake gimana guys? https://t.co/9A5PwP48NH,O
